Dataset,Query,AMS,ADNN,VMS,VDNN,T,Bf,Cost_history
AMS1_ADNN1_VMS1_VDNN1.npy,1%,0.0461478642429152,8.747671136077829,0.047533545537694,16.893104505268646,12.534605751037631,40,0.344955457989502
AMS1_ADNN1_VMS1_VDNN2.npy,1%,0.0461478642429152,8.747671136077829,0.0475291216837898,18.649597769290573,8.057326732835975,70,0.3416407366241454
AMS1_ADNN1_VMS1_VDNN3.npy,1%,0.0461478642429152,8.747671136077829,0.0526656885251195,17.721828915810406,25.15619700622521,40,0.3777309881713868
AMS1_ADNN1_VMS1_VDNN4.npy,1%,0.0461478642429152,8.747671136077829,0.0560011789312684,15.628003699996802,46.79241825024238,70,0.4058104699615478
AMS1_ADNN1_VMS1_VDNN5.npy,1%,0.0461478642429152,8.747671136077829,0.0473321756826001,14.55182911687148,54.94445380401609,55,0.4111059284210204
AMS1_ADNN1_VMS2_VDNN1.npy,1%,0.0461478642429152,8.747671136077829,0.0445161064870478,17.816523165617067,51.67195763397216,45,0.3964458089202882
AMS1_ADNN1_VMS2_VDNN2.npy,1%,0.0461478642429152,8.747671136077829,0.0481576154017942,15.302944138574048,29.722849155176647,50,0.3753899682830811
AMS1_ADNN1_VMS2_VDNN3.npy,1%,0.0461478642429152,8.747671136077829,0.0533420481586983,16.040031653716007,49.69900212860113,45,0.4092298010894776
AMS1_ADNN1_VMS2_VDNN4.npy,1%,0.0461478642429152,8.747671136077829,0.0508948776908427,18.28197628917241,5.8217325669539335,10,0.3408789321746825
AMS1_ADNN1_VMS2_VDNN5.npy,1%,0.0461478642429152,8.747671136077829,0.046934694945053,16.282935685895225,26.662699897145835,70,0.3729798768646239
AMS1_ADNN1_VMS3_VDNN1.npy,1%,0.0461478642429152,8.747671136077829,0.0487785494115578,17.9471031051564,12.623581670042558,25,0.3519862154968262
AMS1_ADNN1_VMS3_VDNN2.npy,1%,0.0461478642429152,8.747671136077829,0.0442670968401561,18.57837125617869,36.92641022295547,60,0.3964415284088135
AMS1_ADNN1_VMS3_VDNN3.npy,1%,0.0461478642429152,8.747671136077829,0.0496012648584064,16.371876645915098,9.459681687307476,30,0.3429224192047119
AMS1_ADNN1_VMS3_VDNN4.npy,1%,0.0461478642429152,8.747671136077829,0.0552435503272472,17.059706200955702,11.155163604736291,55,0.3510142226501465
AMS1_ADNN1_VMS3_VDNN5.npy,1%,0.0461478642429152,8.747671136077829,0.04741130182522,16.358584882721694,40.492982368469335,50,0.3973560865875242
AMS1_ADNN1_VMS4_VDNN1.npy,1%,0.0461478642429152,8.747671136077829,0.0521461717740948,16.940523954067803,14.621278410287008,35,0.3548489839355468
AMS1_ADNN1_VMS4_VDNN2.npy,1%,0.0461478642429152,8.747671136077829,0.0452143920909124,18.593663295145653,37.23793222808867,40,0.3904296463500977
AMS1_ADNN1_VMS4_VDNN3.npy,1%,0.0461478642429152,8.747671136077829,0.0502331995185475,16.340437838594468,41.71761069488518,45,0.4015911125549316
