Dataset,Query,AMS,ADNN,VMS,VDNN,T,Bf,Cost_history
AMS1_ADNN1_VMS1_VDNN1.npy,0.001%,0.0461478642429152,8.747671136077829,0.047533545537694,16.893104505268646,58.96603727552975,50,0.0743841043457031
AMS1_ADNN1_VMS1_VDNN2.npy,0.001%,0.0461478642429152,8.747671136077829,0.0475291216837898,18.649597769290573,31.15636278629304,30,0.0551878212799072
AMS1_ADNN1_VMS1_VDNN3.npy,0.001%,0.0461478642429152,8.747671136077829,0.0526656885251195,17.721828915810406,20.0325392965316,25,0.0427546223876953
AMS1_ADNN1_VMS1_VDNN4.npy,0.001%,0.0461478642429152,8.747671136077829,0.0560011789312684,15.628003699996802,46.31159641227725,30,0.0645287731353759
AMS1_ADNN1_VMS1_VDNN5.npy,0.001%,0.0461478642429152,8.747671136077829,0.0473321756826001,14.55182911687148,23.66276223182676,35,0.0436936297485351
AMS1_ADNN1_VMS2_VDNN1.npy,0.001%,0.0461478642429152,8.747671136077829,0.0445161064870478,17.816523165617067,29.32814359664917,35,0.0571547231781005
AMS1_ADNN1_VMS2_VDNN2.npy,0.001%,0.0461478642429152,8.747671136077829,0.0481576154017942,15.302944138574048,8.595680952363951,25,0.0286242053527832
AMS1_ADNN1_VMS2_VDNN3.npy,0.001%,0.0461478642429152,8.747671136077829,0.0533420481586983,16.040031653716007,54.93202416658397,45,0.0666482422607421
AMS1_ADNN1_VMS2_VDNN4.npy,0.001%,0.0461478642429152,8.747671136077829,0.0508948776908427,18.28197628917241,47.15443585939253,70,0.0673941808349609
AMS1_ADNN1_VMS2_VDNN5.npy,0.001%,0.0461478642429152,8.747671136077829,0.046934694945053,16.282935685895225,16.809783568618773,50,0.0388516153076171
AMS1_ADNN1_VMS3_VDNN1.npy,0.001%,0.0461478642429152,8.747671136077829,0.0487785494115578,17.9471031051564,57.8491389583282,65,0.0787465250396728
AMS1_ADNN1_VMS3_VDNN2.npy,0.001%,0.0461478642429152,8.747671136077829,0.0442670968401561,18.57837125617869,50.56822958946229,50,0.0658867667785644
AMS1_ADNN1_VMS3_VDNN3.npy,0.001%,0.0461478642429152,8.747671136077829,0.0496012648584064,16.371876645915098,48.3943967753296,50,0.0649346609161377
AMS1_ADNN1_VMS3_VDNN4.npy,0.001%,0.0461478642429152,8.747671136077829,0.0552435503272472,17.059706200955702,49.66025352478027,45,0.0756183303619384
AMS1_ADNN1_VMS3_VDNN5.npy,0.001%,0.0461478642429152,8.747671136077829,0.04741130182522,16.358584882721694,8.831275540261185,55,0.0286692765167236
AMS1_ADNN1_VMS4_VDNN1.npy,0.001%,0.0461478642429152,8.747671136077829,0.0521461717740948,16.940523954067803,13.325507381068094,40,0.0361800201324462
AMS1_ADNN1_VMS4_VDNN2.npy,0.001%,0.0461478642429152,8.747671136077829,0.0452143920909124,18.593663295145653,34.69502095717165,25,0.0574095931976318
AMS1_ADNN1_VMS4_VDNN3.npy,0.001%,0.0461478642429152,8.747671136077829,0.0502331995185475,16.340437838594468,9.218983069683174,15,0.0288073365112304
AMS1_ADNN1_VMS4_VDNN4.npy,0.001%,0.0461478642429152,8.747671136077829,0.0452677195155164,17.382283824963846,51.53253353324816,45,0.0720246459533691
AMS1_ADNN1_VMS4_VDNN5.npy,0.001%,0.0461478642429152,8.747671136077829,0.0505905635774645,15.605465700445055,38.06772080903795,40,0.0623244576629638
AMS1_ADNN1_VMS5_VDNN1.npy,0.001%,0.0461478642429152,8.747671136077829,0.0490203653636308,17.869492959011225,48.711347579956055,60,0.0641645292541504
AMS1_ADNN1_VMS5_VDNN2.npy,0.001%,0.0461478642429152,8.747671136077829,0.0452666522731462,17.53800378522517,8.931749047566417,30,0.0291462856353759
AMS1_ADNN1_VMS5_VDNN3.npy,0.001%,0.0461478642429152,8.747671136077829,0.0497984349140242,14.512914995932412,47.93112277984619,50,0.0630976396209716
AMS1_ADNN1_VMS5_VDNN4.npy,0.001%,0.0461478642429152,8.747671136077829,0.0446491085658587,15.138233286460636,51.12725496292114,55,0.0725372581848144
AMS1_ADNN1_VMS5_VDNN5.npy,0.001%,0.0461478642429152,8.747671136077829,0.0555931736882452,18.44678497196105,26.01774692535404,40,0.0494525546234131
