,AMS,ADNN,T,Bf,minimum_cost
4,2.1106523844785103,9.193856432239697,86.17748781807481,168,0.0648086261749267
15,2.253613862682294,10.00006659005183,91.26231368658554,125,0.06421091079711908
10,2.3153636779194557,9.816711823505276,97.71361060641232,167,0.06626274108886715
9,2.316885764120988,9.178483781929096,139.67330291406233,132,0.06509115219116206
24,2.416766604122645,9.428442770369356,102.63416560039938,115,0.06211497306823722
mean,2.2826564586647784,9.523512279619052,103.49217612510688,141,0.06449768066406245
