Dataset,AMS,ADNN,T,Bf,Cost_history
11,2.3153636779194553,9.816711823505276,97.71361060641232,167,"[0.06719567298889156, 0.08025552749633795, 0.0667426776885986, 0.08000638008117682, 0.06626274108886715, 0.07983018875122076, 0.06654169082641598, 0.08031823158264166, 0.06666161537170406, 0.08014633178710943]"
12,2.3153636779194553,9.816711823505276,81.7323900402738,162,"[0.06879164695739744, 0.07470561981201174, 0.06933214187622068, 0.07441641807556154, 0.06942893981933593, 0.07460500717163088, 0.06986977577209472, 0.07094718933105469, 0.06997515678405761, 0.07173230171203614]"
13,2.3153636779194553,9.816711823505276,147.1071474763838,174,"[0.08469511985778817, 0.08715607643127453, 0.08526517868042001, 0.08457138061523446, 0.08473565101623544, 0.08461596488952645, 0.08481552124023446, 0.08510758399963388, 0.08485629081726083, 0.0848815631866456]"
14,2.3153636779194553,9.816711823505276,91.66980100639859,259,"[0.07875849723815923, 0.08115627288818367, 0.07814838409423833, 0.07776929855346684, 0.07876040458679204, 0.07766773223876958, 0.07352783203125, 0.07797529220581059, 0.07401730537414553, 0.07807924270629887]"
15,2.3153636779194553,9.816711823505276,106.70184736379075,175,"[0.08932497024536144, 0.08964707374572765, 0.08929111480712902, 0.08986618041992199, 0.08966185569763195, 0.08814646720886242, 0.06684233665466305, 0.08834292411804211, 0.08964230537414562, 0.08929945945739758]"
16,2.253613862682294,10.00006659005183,91.26231368658554,125,"[0.06886555671691892, 0.07803322792053227, 0.06932975769042968, 0.07798602104187016, 0.06876685142517087, 0.07807304382324223, 0.06421091079711908, 0.07787658691406255, 0.06915833473205564, 0.07716371536254886]"
17,2.253613862682294,10.00006659005183,148.96432193240463,83,"[0.09199621200561536, 0.09373404502868665, 0.09424664497375503, 0.09554316520690932, 0.09372641563415542, 0.09373166084289565, 0.09476949691772475, 0.08952285766601574, 0.09353305816650405, 0.08923055648803722]"
18,2.253613862682294,10.00006659005183,105.12003017677834,213,"[0.08451034545898446, 0.08427669525146493, 0.08233382225036628, 0.0782501888275147, 0.08217932701110847, 0.07819845199584965, 0.08214976310729988, 0.08447649002075204, 0.08122660636901863, 0.0785858821868897]"
19,2.253613862682294,10.00006659005183,97.52631939668795,25,"[0.07928945541381842, 0.0675223064422607, 0.07825686454772954, 0.07693268775939945, 0.07949878692626959, 0.06910039901733396, 0.07297017097473146, 0.07121684074401856, 0.07635547637939456, 0.06611301422119137]"
20,2.253613862682294,10.00006659005183,89.57126210661264,132,"[0.07687665939331058, 0.07734944343566899, 0.07757451057434087, 0.07423116683959963, 0.07816626548767094, 0.07453610420227053, 0.07761265754699712, 0.07810689926147465, 0.0776412677764893, 0.07799794197082524]"
21,2.416766604122645,9.428442770369355,107.7454925139541,136,"[0.07271553993225098, 0.07963397026062018, 0.07200505256652832, 0.08001663208007818, 0.07190777778625489, 0.07964207649230963, 0.0716352653503418, 0.07944776535034186, 0.07157685279846192, 0.07944252014160162]"
22,2.416766604122645,9.428442770369355,131.5202739952992,153,"[0.08922841072082531, 0.0874588680267335, 0.08940674781799328, 0.0909357261657716, 0.08964588165283215, 0.08681370735168467, 0.0897450637817384, 0.08716465950012217, 0.0899441432952882, 0.08619024276733409]"
23,2.416766604122645,9.428442770369355,131.46558041137843,193,"[0.0865433406829835, 0.08729888916015635, 0.08652402877807627, 0.0883274269104005, 0.08603097915649424, 0.08840729713439953, 0.08587743759155284, 0.08885170936584484, 0.08568455696105967, 0.0862374496459962]"
24,2.416766604122645,9.428442770369355,115.26976108044894,135,"[0.08912255287170422, 0.08564545631408702, 0.08500625610351571, 0.08623268127441416, 0.0875511360168458, 0.0838287067413331, 0.08652140617370616, 0.08683468818664561, 0.08627678871154795, 0.08435728073120126]"
25,2.416766604122645,9.428442770369355,102.63416560039938,115,"[0.07053639411926269, 0.06388999938964837, 0.07384182929992678, 0.0802176189422608, 0.0740285110473633, 0.07972170829772955, 0.0736322593688965, 0.0638032150268554, 0.07383515357971193, 0.06211497306823722]"
