Dataset,AMS,ADNN,T,Bf,Cost_history
16,5.826997590517657,21.46386359040151,272.97840465596437,246,"[0.10089447021484392, 0.10391499519348162, 0.10093595504760759, 0.1038210582733156, 0.10066940307617205, 0.10391571044921892, 0.10068633079528826, 0.10357882499694841, 0.10042860031127945, 0.10381724357604998]"
17,5.826997590517657,21.46386359040151,261.70904516024007,247,"[0.09944941520690934, 0.10647251129150409, 0.09771849632263198, 0.1065964889526369, 0.09759022712707534, 0.10675074577331561, 0.09737851142883315, 0.10638072013854999, 0.09735037803649917, 0.10603692054748554]"
18,5.826997590517657,21.46386359040151,334.8375562211741,194,"[0.09699465751647963, 0.10335733413696306, 0.09733583450317397, 0.10314299583435076, 0.09667016983032241, 0.10328485488891619, 0.09714533805847182, 0.10289408683776873, 0.09706880569458022, 0.10381676673889177]"
19,5.826997590517657,21.46386359040151,321.06287063506994,241,"[0.10305549621582048, 0.10083200454711931, 0.10292412757873552, 0.10078026771545427, 0.10281159400939958, 0.1007385444641115, 0.10353543281555193, 0.1005430412292482, 0.10280491828918474, 0.10110165596008318]"
20,5.826997590517657,21.46386359040151,205.6084771136856,270,"[0.10074784278869645, 0.09790899276733413, 0.10037900924682633, 0.0977521133422853, 0.10051729202270523, 0.0974469375610353, 0.10046865463256852, 0.09767200469970717, 0.10068537712097184, 0.0973093700408937]"
21,5.926361466770097,20.161479260506542,179.01887489863728,227,"[0.09017755508422863, 0.08814813613891613, 0.09009911537170422, 0.08775999069213877, 0.09039189338684094, 0.08768655776977549, 0.08997132301330578, 0.08859183311462414, 0.08974005699157726, 0.0886779022216798]"
22,5.926361466770097,20.161479260506542,223.35241609266558,184,"[0.09732653617858901, 0.09732176780700698, 0.09688522338867202, 0.09722163200378432, 0.09543778419494643, 0.09780718803405776, 0.09586717605590835, 0.0972941112518312, 0.0958290290832521, 0.0974784088134767]"
23,5.926361466770097,20.161479260506542,201.08873874737617,231,"[0.0899584484100343, 0.09557392120361342, 0.09374382019042982, 0.09543754577636733, 0.09375049591064467, 0.09519936561584487, 0.09397985458374036, 0.09169485092163099, 0.09374072074890151, 0.09510781288146987]"
24,5.926361466770097,20.161479260506542,321.26778242771115,267,"[0.10622288703918475, 0.10737111091613788, 0.10549404144287128, 0.10171963691711443, 0.1063363742828371, 0.10358860015869158, 0.10651232719421405, 0.10381867408752458, 0.10634257316589374, 0.10337688446044939]"
25,5.926361466770097,20.161479260506542,211.316867498757,276,"[0.0946121406555177, 0.09390189170837417, 0.0949905109405519, 0.09641696929931655, 0.09840967178344742, 0.0959663581848146, 0.0986049365997316, 0.09583355903625503, 0.09745003700256362, 0.08389546394348153]"
